id	occurrences	char	shape_id
g721	34	割	3950ddb2dc5baef4
g722	34	衛	e1fb2e1d03833e83
g723	34	怒	0c41f712e1f016fd
g724	34	抱	f00585c7eb983782
g725	34	悟	1376afc1b530d021
g726	34	鮮	bc264cfba3f7766a
g727	34	緩	8a846f8feacee53c
g728	34	耳	0d53ee8cc15cbf73
g729	34	買	efdcca8ec5020eb2
g730	34	隔	90b9fe6ff9c77fff
g731	32	余	285f672574ce34c6
g732	32	虐	1abac5a640ce5e98
g733	32	呪	8e196b1ed4ad4b6f
g734	32	朝	61733a9541469368
g735	32	併	a249c0ef815f1b02
g736	32	儀	0e6025c729b68a85
g737	32	笑	daf2050231a2970f
g738	32	箇	13c0eb68c699b0d1
g739	32	午	5045a51225609006
g740	32	懐	1d132555f0bb9ddd
g741	32	癖	bd2102c9443b8226
g742	32	遇	e032bf28658e71da
g743	32	遭	5cd8825e966ba2f7
g744	32	測	983fd7f0474ad2e8
g745	32	妙	bff749715bbbfbf5
g746	32	帽	63cd02b587a941b6
g747	32	震	88da30f21626cab1
g748	32	履	b2228afa1a3b5433
g749	32	戸	939b9677db967bd3
g750	32	南	30273e6d134144be
g751	32	評	0bc0123f20122928
g752	30	穴	26a1ba2534c0e50a
g753	30	統	185061d654fbcdd4
g754	30	液	a94f8ca3e5031bcf
g755	30	肌	7e72959d5ee4595b
g756	30	荷	8cd69aa14d8f5b43
g757	28	六	75e198537384ca64
g758	28	去	f20bb696a05eac3e
g759	28	泉	07ebf23f7c65275a
g760	28	啄	08d69a0bcc05a687
g761	28	凸	042df39ee1da7171
g762	28	義	a5529c7f9ebb9665
g763	28	紀	44725112b53a8d60
g764	28	較	6101575a0047b38b
g765	28	幹	bcd5ed2ab7126fdf
g766	28	軟	5b506530faeac1ae
g767	28	帰	f5cfcf5e7a307447
g768	28	鎧	b5f632daa2d49524
g769	28	飢	eefc21cfb472280c
g770	28	輸	cdb9911782ee109d
g771	28	板	d800264c5c911155
g772	28	柔	735f44e10f5b935b
g773	28	潔	15a847823c33b908
g774	28	凹	3a1aad7931d08fd9
g775	28	腐	c22e1f6b4e959830
g776	28	鼠	710c1e600ddf50c2
g777	28	塀	8bc755404cc445b5
g778	28	延	bb1618c8e1d123b5
g779	28	既	f71fbd798945c92c
g780	28	殆	9d6a5222078a7a41
g781	28	至	6d12da727de52ee9
g782	28	商	4b72370635cdbbdd
g783	28	壺	b3ee0b6e2b338e97
g784	28	誌	3e81342a87b7716c
g785	26	威	4bdd4d88f7566213
g786	26	央	48602b8231ea0fa2
g787	26	芯	0d1affdb41f4f213
g788	26	値	4544aaf2bed41a33
g789	26	継	a358e6e90f051114
g790	26	権	9711102a3ebae727
g791	26	祖	5fd7b41c8c4ab334
g792	26	克	48640f74563184bf
g793	26	茶	30f8993cc2345d4c
g794	26	警	82dc872602861bb0
g795	24	＝	20647ac77941bdef
g796	24	嘘	54e8f305ce3f8a71
g797	24	虜	4d37732035cfa332
g798	24	膚	4922cd6d3c28c350
g799	24	昔	5a125aa4b47b2ed1
g800	24	勿	52e884ae251dd4b0
g801	24	厳	4d2e585228dd357f
g802	24	掌	8528638d8809745f
g803	24	網	284613509b04efe8
g804	24	包	094893edf353db91
g805	24	触	b45e9097998425f3
g806	24	梱	3fbe77ac9dd3301d
g807	24	病	58d1739b9a412242
g808	24	療	cb4294193e0a1bf8
g809	24	浸	9d6dd70eb4e4e8cd
g810	24	堪	49ca2bc75f84bf3e
g811	24	腕	b5e3029ea6c6dd50
g812	24	諸	f1af5c49daa047b9
g813	24	獄	126230c97369fe86
g814	24	獣	b884daa843ac1183
g815	24	眺	9e3c6ae07a77c47f
g816	24	耐	f89c844e72445b78
g817	24	荒	4122ea08ca5ec9e8
g818	24	称	3371c3aa67b3eb23
g819	24	職	2d0ec5bdb93b8c3a
g820	24	駅	1492d17c94147f08
g821	22	介	2b0bb0a2ca181394
g822	22	仲	f9931e740ba97743
g823	22	混	dd10a929b065a478
g824	22	填	69aadabdf89d2a93
g825	22	援	e50897cb76ccacb9
g826	22	舞	0b4af06ce5bc741f
g827	22	詩	eda031b2209b3b41
g828	22	嵐	8c0f357c3863df97
g829	22	蒸	c355a3dca1b24696
g830	22	積	fad6dfe9b6b44fe1
g831	22	驚	8eb73b81992da73d
g832	20	史	94d7f3f1a85d54b4
g833	20	徐	e664973bd452c6fa
g834	20	伯	eaa5b5e9d3acf723
g835	20	林	2b32d8a631f5c9da
g836	20	痕	0e6b70aeb0e9085a
g837	20	朗	9bd16cbecd46951b
g838	20	揚	e16efe6cf02f058e
g839	20	縦	a8ed36abd81feae1
g840	20	河	ba4e760aa7fa0664
g841	20	鎖	29d34658da6a373c
g842	20	臓	36026bb760cb4b2f
g843	20	医	57deaa1400a50eca
g844	20	弛	7456f8e421fec13a
g845	20	酔	d772deb76ab62c3a
g846	18	吐	368fc6bc24f21fe4
g847	18	尊	e4fcbc877d01bf15
g848	18	共	6410b5bcd4fdd540
g849	18	艦	cf9db662d259513e
g850	18	推	b5cce0a0aa5631dd
g851	18	愚	eb2a3025531670d9
g852	18	沈	bc108535900aeac0
g853	18	府	3bdbaa3748231df3
g854	18	裁	0de0bbed0c5ffb61
g855	18	静	7aa272a815321a99
g856	18	敬	9a3b91a21b8c380a
g857	18	零	ecd49cd74e8dd076
g858	18	罪	2ea83889055414c3
g859	16	魂	33363aa2e30e46cf
g860	16	幸	71729b0630e47c3e
g861	16	噴	218c766711f9bb5c
g862	16	幻	4ece11ea68540e38
g863	16	刺	0e773c634faea8ac
g864	16	氷	3c89eea3f1dd8fe2
g865	16	規	b1e1ebf019f619a8
g866	16	銀	49e457a32a0e4776
g867	16	憎	7445e8b8870bfc9c
g868	16	褐	2a59aa3ad864caa2
g869	16	柄	625fced4c38fd705
g870	16	貴	7da2bd41625eaeb3
g871	16	巣	d842daa083c2f2f8
g872	16	滑	a101dc6ad66e73c2
g873	16	渋	70c183926a46ed80
g874	16	王	beeeaf5c87422bb0
g875	16	挑	bec7bae082718ad9
g876	16	擬	db9b9e17714859c9
g877	16	露	63a5f9080885cab7
g878	16	尽	974c0b80942da6ce
g879	16	届	616ba3597fe13683
g880	16	順	53f2d421e7d436af
g881	16	脆	34d338b7e545af93
g882	16	廻	443da5d822fd2050
g883	16	貯	130bb1caab4d438b
g884	16	彫	2483d4798152c38b
g885	16	石	0f1ccad9555bfb2b
g886	16	窓	2335e42ef7569e9e
g887	16	盟	2bdd0f0b4a731d7c
g888	16	科	a4280d76af422e9d
g889	16	蔵	be19d5b078662ed5
g890	16	夢	d7cb882173367c07
g891	16	謎	11b18c175b60bc23
g892	16	騙	03d6b5389e92639c
g893	14	公	18d6d595564ce482
g894	14	鳥	818f67df06dae929
g895	14	句	dc9b3fb9d6b5a2f3
g896	14	把	dfd056c1fd868623
g897	14	脅	ba134fbb3428f683
g898	14	汝	85f50f666a8be3a9
g899	14	溝	6d62bd1fa9c1cd02
g900	14	歪	7208416e22a6716e
g901	14	洞	d993e975a8e72301
g902	14	嬉	75a3721c29bece6c
g903	14	証	ce1841eb733e6f35
g904	14	窟	0e3d2a56922f77ec
g905	14	釈	02115a1a7477f271
g906	14	戮	83bf93931093ee02
g907	12	喰	e93400cda86f4049
g908	12	戒	8eb8b3a93448bdac
g909	12	奇	9736edfe80884e7e
g910	12	弁	7d37bfa62c094a88
g911	12	餌	cff67f150f5b63b2
g912	12	軸	08fcbf270f93508c
g913	12	折	553c738b61b349d5
g914	12	批	85794a0d839e6f61
g915	12	織	6b06aa1256d8cae1
g916	12	汁	81635e372040c626
g917	12	還	f7e1591f48b7a9de
g918	12	泡	14fe85e8818e313d
g919	12	渾	566681c0d3ff0bdd
g920	12	濃	932b1ac92ebd3b4e
g921	12	逼	f0b5fdc0bb96621c
g922	12	湾	511e3743dca6d385
g923	12	鹿	af727060abdb6fcf
g924	12	坂	73b4442765c5349c
g925	12	墨	cbc87a4ebaf808fd
g926	12	尋	10c98c208f3f9542
g927	12	馬	b03ec0f0ec88b259
g928	12	尺	47d203152cdf2201
g929	12	骸	7e1f5f654d8a176c
g930	12	厄	2ad7a66400b57839
g931	12	薄	171c4d2f0380c7e7
g932	12	勘	08af8e1c5460e031
g933	12	謝	abc20fc70d7610e1
g934	10	哀	ff2e5cfcd14e2547
g935	10	束	9f9b2585119d97c0
g936	10	恋	93161e37d8dfb24b
g937	10	辛	781ce714b7d22d04
g938	10	支	029abc3e147c33c1
g939	10	項	8e6d277743808e19
g940	10	価	e6024917a27da877
g941	10	疲	86853bc866c1c027
g942	10	封	a8ab4c8366dfc4f3
g943	10	赦	e169ff155dd654bf
g944	10	朽	935d59111fe4bf75
g945	10	拍	4dc5ea5c937d1dfd
g946	10	輪	9c91b2a38cd12b1e
g947	10	皆	b64eb79dd4e39ad2
g948	10	及	369e399ca00bd661
g949	10	爪	c4cd10fc7462f5c3
g950	10	沿	1d6b2e696cbd1625
g951	10	責	0a848bd6127b3204
g952	10	揃	d4b0f0a8d8bf3b41
g953	10	嫌	fec0cd88ba767307
g954	10	姪	98b1a33ee8b57cb0
g955	10	膨	95390f42d0ab5931
g956	10	囮	29c186ba33a0aa7e
g957	10	獲	c05f1a1f9be927ae
g958	8	呑	f37235a57e8ded5f
g959	8	串	d1da6d8f4d5dba5f
g960	8	牢	f6f3bf93e2d14db9
g961	8	宗	9193d2e4c0b94598
g962	8	宣	8bc1313fc7863cdc
g963	8	煮	0de633cf49ad8ad7
g964	8	劣	ec624891385810d6
g965	8	伸	7e6c549a2c2a77b8
g966	8	但	46a56017cbef01dd
g967	8	九	30ebb880797115c7
g968	8	矢	706720f48e8ff61c
g969	8	井	bb098878bf0cc9c0
g970	8	郎	4e4d17caa2b01649
g971	8	承	3e01c17f3250f629
g972	8	弟	c721b3bcfb50c16a
g973	8	益	16c156a57e870d8c
g974	8	償	f333bd1383dfc7c4
g975	8	疾	c009e8b02c6a06d5
g976	8	俄	97b62e2b014f6787
g977	8	儲	dbfc2d409dc717e2
g978	8	杖	b8c0bf81965c3d76
g979	8	払	4070fb8a1ce77e95
g980	8	柱	ec089e0821339a40
g981	8	軌	6947109aa4610bd1
g982	8	趣	0aa163e59eab29ee
g983	8	凡	266a71930a5fd392
g984	8	袖	6654839c25b67986
g985	8	拙	e65688eefb02be6a
g986	8	控	f8708f0957ffe337
g987	8	愉	6731acd66bdd9543
g988	8	悦	deb6ef3de5e2e1af
g989	8	損	5d8839ac43f6766c
g990	8	提	df9fa4b9c78a7c96
g991	8	概	44a8f7af5757d164
g992	8	貫	1a149ae4b6342146
g993	8	刀	f89daa30c6d94f02
g994	8	竜	ec2b3d4827c432f6
g995	8	浪	4f85d5a2132fd604
g996	8	鋭	8e4c1d6247e2aac0
g997	8	崖	a6f86076ac1c7cb5
g998	8	逸	0f6268d80aa75b11
g999	8	誉	51b095576ad191d3
g1000	8	逮	e0596dbaf6f28933
g1001	8	沫	ffa12f4fd5059f9c
g1002	8	沌	08dc816a0123e5bc
g1003	8	浴	2cf4b8cb120d6f39
g1004	8	潮	a89ca72170706ee4
g1005	8	渉	b60e733979dc9303
g1006	8	泄	b419c8593ecca2b3
g1007	8	漢	03fa54bd7211a534
g1008	8	潰	dc95bc205650a6b6
g1009	8	漫	3773f23d448fcb47
g1010	8	浮	cf88cd68e8e3e98e
g1011	8	硝	8ee3cbede174c062
g1012	8	群	e0a029df7e44cf7c
g1013	8	弊	d32ebfa4140ae48b
g1014	8	城	0393c1d542d067dd
g1015	8	揮	a78abe673e9b5682
g1016	8	掲	329ce52e2649e8e6
g1017	8	勧	34bf9664a70ab897
g1018	8	霧	0fbcd36d79dc5900
g1019	8	誇	ee5d3a545b5b7f2c
g1020	8	胸	890982211baaddfa
g1021	8	胞	28fcdebf31c67f17
g1022	8	麗	4f280e86cec5f139
g1023	8	賜	9014e59ab9271319
g1024	8	謂	1c4c657dfa3efe37
g1025	8	預	99cc66bb20cede34
g1026	8	則	9f5b5c60cfec06c9
g1027	8	烈	0056c0abf76ce075
g1028	8	胃	7c63743463449a5a
g1029	8	輩	86eafa9ae197494b
g1030	8	華	135243cf57008926
g1031	8	薦	af2f99695b3fce48
g1032	8	郭	407476224f3f49f6
g1033	8	頃	a45000ba80b6ba0d
g1034	8	酵	cdbb33e79bf784b6
g1035	6	志	f989400b2e8ddf02
g1036	6	喋	274ff5fed86ca539
g1037	6	往	c2d7b054ef556187
g1038	6	創	895547a657ee49ce
g1039	6	慈	a54a52cc3d221ad4
g1040	6	僻	3702f9a747fd9bc4
g1041	6	停	d15ca3ef1c42ab95
g1042	6	偶	154cfc433a7a6c57
g1043	6	礼	b05e623e5d226532
g1044	6	拘	51cd06a5ae027953
g1045	6	輛	9b2268e01895e7df
g1046	6	狂	16baafb12f4fc40f
g1047	6	席	a73dfa9b8afdb526
g1048	6	癒	db34c3aec1301a91
g1049	6	糖	a9781e0bc1675803
g1050	6	迂	32125811c8cf3f71
g1051	6	泌	e0ab6426b4c6792d
g1052	6	召	a143f438b0b11f81
g1053	6	罠	2fe55976b5d3cbae
g1054	6	耗	511dd4842df28593
g1055	6	襲	13bb8d3832630599
g1056	6	跳	f213541fa6efd6de
g1057	6	蔽	437e42ef1eec6526
g1058	6	講	1bc7b5951293e458
g1059	4	ε	4aea7e2c32bb9a94
g1060	4	昨	b688820bc16242b6
g1061	4	噂	2eccb9c21f0ede60
g1062	4	寂	84fe69776bb89d17
g1063	4	卑	218eeffeb3157361
g1064	4	暇	648d0d9f0003e0d9
g1065	4	俊	9a8b43b2d5d0839a
g1066	4	其	5078966d4d7bbac2
g1067	4	級	d5631f11f3dfd5f2
g1068	4	袋	ce31e4bbd81ebf04
g1069	4	倫	51c24a37e1876081
g1070	4	偽	1db6645d8b2274f5
g1071	4	巻	bf1a5fdb67de5531
g1072	4	偏	18ab00bddf5d1feb
g1073	4	甘	c2d0b7e5b03dce5f
g1074	4	校	d3c3bee120f4544c
g1075	4	怯	dd04c8af002f0b66
g1076	4	執	eadd57fdb4427009
g1077	4	州	ae0c6282ccc81063
g1078	4	飼	60a6c9d326a50c8c
g1079	4	将	7170012434662608
g1080	4	緯	1a574c116a275370
g1081	4	紹	e3a54bf46a28678a
g1082	4	掟	98101463c86b068a
g1083	4	悼	5ce8dba31b316b4a
g1084	4	拾	c9600ed9ab1aad7c
g1085	4	蜂	0fcf10aa6302cbd0
g1086	4	抵	19562f5913ceb0d8
g1087	4	准	43668bd04e10084b
g1088	4	縛	5c319ae83e236fe3
g1089	4	営	fe380e05a42b5004
g1090	4	犯	a20c6ca886395794
g1091	4	農	074a45fb871d91cb
g1092	4	懇	2e1e78053494a4f8
g1093	4	挙	3e258ecfee9069ba
g1094	4	釣	9cc7243decbb1dbf
g1095	4	鎮	b025392b149d072e
g1096	4	述	dcf197c4dd12c3d7
g1097	4	週	770a8bc8eadaaeea
g1098	4	辿	5a1185fa5ce45c60
g1099	4	淀	3f29b307eb28c03f
g1100	4	湯	7d4129e1a649d914
g1101	4	競	d1f8dd3f0337e24f
g1102	4	革	d521425eb23c3e7d
g1103	4	拠	076a073e4bbe768a
g1104	4	摂	7a252d972ffa48d1
g1105	4	曇	e73763ea624b843e
g1106	4	腺	d5019aa506fbc335
g1107	4	脇	45de7a0a8220d4cb
g1108	4	孤	cc518d7489b816a5
g1109	4	腑	6202c63b36c7ef1b
g1110	4	腫	a026e41f17415089
g1111	4	膜	591d86ef13c6de51
g1112	4	賭	cb6640c318f4e81e
g1113	4	託	17002dfb021d7745
g1114	4	裂	c2c99909dcf8ab46
g1115	4	猟	868dfa8e6af2b630
g1116	4	百	c1a2c892c9b16173
g1117	4	案	af2aa879dd36afd7
g1118	4	繋	4ba91af4c29b0c03
g1119	4	貰	66aaaa085bfac217
g1120	4	靭	ab319492536b0443
g1121	4	顎	a096be083118e060
g1122	4	陽	bfc28e353195e959
g1123	4	騒	df8ca6fa86e3b738
g1124	4	歌	8c26ed1b810bf8d9
g1125	2	叶	79811292708ca76d
g1126	2	寸	dc4d6c13e61e931c
g1127	2	盛	fec56351c3a25072
g1128	2	晴	c115c300841fc77d
g1129	2	嚇	461d09267b09c28b
g1130	2	冬	129ee69334a7ccae
g1131	2	怠	c476d0ab90a36b3c
g1132	2	幼	e9339dbf8392e0ed
g1133	2	免	a4cf5bdd47dae5a0
g1134	2	札	584498b7a7f6e3f2
g1135	2	災	3fb7cda839a1c39c
g1136	2	仇	57f692a0bf9c9acc
g1137	2	借	4b573a423ff27ba9
g1138	2	仰	509cb2e2e2057ec2
g1139	2	傾	62019ca7c85669b0
g1140	2	働	ef6a6476965bc653
g1141	2	衝	7d800bcb5744cdb4
g1142	2	忙	e8b237a320640eb8
g1143	2	牲	691c69a9c5f9a7c7
g1144	2	斬	ea7c71ccbb0ba9ce
g1145	2	繕	79f8cfde8fb747f5
g1146	2	捻	786cc4f6b2f84d01
g1147	2	犠	a75bc0a62c67b000
g1148	2	輳	ec97f9c0ca2cd499
g1149	2	輻	d357d504345eaf80
g1150	2	吊	cb043e32d19726f0
g1151	2	齢	3d4d7f34fadc22e6
g1152	2	刃	0bfd52857d530468
g1153	2	寿	3fd7c3b48d349782
g1154	2	痺	f8c1166bc4100f05
g1155	2	痴	552331d0e831e678
g1156	2	餓	6af5c32dc3f9355e
g1157	2	岩	6d2499d3b2503c8a
g1158	2	遮	49a23ebf9e0f6745
g1159	2	遥	a73912596b20f438
g1160	2	狩	c7188b8b21ad5427
g1161	2	洩	df730b20a18c5909
g1162	2	讐	e39f2804f4f8313a
g1163	2	否	e6a23c8f746f4925
g1164	2	妻	f6b723937080a07f
g1165	2	看	72d8c5106d6b7994
g1166	2	憩	dd4a847323d02fdf
g1167	2	旧	edf5c480db8bd4a7
g1168	2	掘	2b950009170f3350
g1169	2	恩	433744d20bc65c69
g1170	2	肪	f8cbc5cbb33894c8
g1171	2	践	86b2665468396b04
g1172	2	謀	fac3e399dde6899c
g1173	2	励	edd90533fb6284db
g1174	2	黙	07602f2fce6217f1
g1175	2	弄	71d92aeb79dd4a84
g1176	2	厚	2c48d337f731b1ba
g1177	2	玩	11beea4b9e512f62
g1178	2	到	91aaae0afcc6c6a1
g1179	2	致	845bc832eae0a476
g1180	2	刑	32f8e1d60007cedd
g1181	2	亜	828c770d21288534
g1182	2	妄	8821bc93025f8d18
g1183	2	審	93455ecf49dd5939
g1184	2	莫	c84bcc52d41c68e3
g1185	2	蘇	5e59d13907df31bd
g1186	2	蔑	049011747c5c444e
g1187	2	熟	1b26b05fa07cc442
g1188	2	税	075996d86cce0a10
g1189	2	誓	7f4356887fa9ebf6
g1190	2	額	1f6bd83d60ab84ba
g1191	2	勤	6015423093c67cca
g1192	2	靱	8e6d6ca28f4b1474
g1193	2	靴	027583bdb468eae8
g1194	2	隣	c5f33d524048dd26
g1195	2	陥	5a504c728066e26c
g1196	2	陸	838a505c10ede3ae
g1197	2	恥	7ab25546d960472e
g1198	2	駐	2bc63ac131e0ca36
g1199	2	副	020e2d7b4694338e
g1200	0	貢	2fa2edee0babe355
g1201	0	献	a72329ebf2dbf55c
g1202	0	師	ccbecec362ccf76e
g1203	0	泣	e3f1f1e41426c011
g1204	0	委	8b7b72d99dd296e0
g1205	0	梯	0158529d24125634
g1206	0	即	fd2a8dc62b3db0be
g1207	0	伴	0b4f254187529f39
g1208	0	＊	13d6cae4ad75c7bb
g1209	0	＄	7a97a29a613b0186
g1210	0	痢	ba5e0bfb4833be8d
g1211	0	又	4cc70c8c8cabfb0b
g1212	0	涙	cdf1dd7e1a9c9bc1
g1213	2	蒼	3d5179191886f397
